alert_id,transaction_id,sender_account,receiver_account,transaction_amount,final_risk_score,risk_level,alert_type,alert_generated_at,recommended_action,alert_status
ALT001332,T042523,A0067,A0443,176992,92.5,HIGH,Critical Fraud Alert,2025-01-02 07:12:00,Block Transaction,Under Review
ALT001333,T042540,A0070,A0109,138904,90.46,HIGH,Critical Fraud Alert,2025-01-02 07:13:00,Block Transaction,Open
ALT001334,T042585,A0223,A0249,374855,83.0,HIGH,High Risk Alert,2025-01-02 07:14:00,Manual Review,Open
ALT001335,T042596,A0170,A0308,68065,83.89,HIGH,High Risk Alert,2025-01-02 07:15:00,Manual Review,Open
ALT001336,T042625,A0161,A0465,102578,92.0,HIGH,Critical Fraud Alert,2025-01-02 07:16:00,Block Transaction,Resolved
ALT001337,T042630,A0166,A0483,110708,86.29,HIGH,High Risk Alert,2025-01-02 07:17:00,Manual Review,Open
ALT001338,T042684,A0146,A0465,127688,94.25,HIGH,Critical Fraud Alert,2025-01-02 07:18:00,Block Transaction,Open
ALT001339,T042687,A0036,A0114,451018,81.0,HIGH,High Risk Alert,2025-01-02 07:19:00,Manual Review,Resolved
ALT001340,T042721,A0333,A0088,51618,75.71,HIGH,Medium Risk Alert,2025-01-02 07:20:00,Monitor,Under Review
ALT001341,T042745,A0136,A0024,55606,92.14,HIGH,Critical Fraud Alert,2025-01-02 07:21:00,Block Transaction,Open
ALT001342,T042806,A0066,A0257,143463,86.99,HIGH,High Risk Alert,2025-01-02 07:22:00,Manual Review,Open
ALT001343,T042823,A0429,A0257,85008,83.18,HIGH,High Risk Alert,2025-01-02 07:23:00,Manual Review,Open
ALT001344,T042858,A0152,A0328,154623,94.25,HIGH,Critical Fraud Alert,2025-01-02 07:24:00,Block Transaction,Open
ALT001345,T042916,A0389,A0188,421090,76.25,HIGH,Medium Risk Alert,2025-01-02 07:25:00,Monitor,Open
ALT001346,T043025,A0326,A0088,192889,92.75,HIGH,Critical Fraud Alert,2025-01-02 07:26:00,Block Transaction,Under Review
ALT001347,T043160,A0086,A0024,67422,91.25,HIGH,Critical Fraud Alert,2025-01-02 07:27:00,Block Transaction,Under Review
ALT001348,T043161,A0215,A0257,127572,88.75,HIGH,High Risk Alert,2025-01-02 07:28:00,Manual Review,Open
ALT001349,T043176,A0122,A0237,82447,88.83,HIGH,High Risk Alert,2025-01-02 07:29:00,Manual Review,Open
ALT001350,T043180,A0246,A0465,198679,93.25,HIGH,Critical Fraud Alert,2025-01-02 07:30:00,Block Transaction,Resolved
ALT001351,T043214,A0271,A0344,149801,93.5,HIGH,Critical Fraud Alert,2025-01-02 07:31:00,Block Transaction,Under Review
ALT001352,T043229,A0155,A0079,194124,92.75,HIGH,Critical Fraud Alert,2025-01-02 07:32:00,Block Transaction,Open
ALT001353,T043257,A0025,A0394,106809,91.5,HIGH,Critical Fraud Alert,2025-01-02 07:33:00,Block Transaction,Under Review
ALT001354,T043309,A0432,A0012,149907,79.75,HIGH,Medium Risk Alert,2025-01-02 07:34:00,Monitor,Under Review
ALT001355,T043360,A0038,A0237,164828,92.0,HIGH,Critical Fraud Alert,2025-01-02 07:35:00,Block Transaction,Open
ALT001356,T043362,A0425,A0299,112661,79.86,HIGH,Medium Risk Alert,2025-01-02 07:36:00,Monitor,Open
ALT001357,T043379,A0438,A0465,155088,90.0,HIGH,Critical Fraud Alert,2025-01-02 07:37:00,Block Transaction,Resolved
ALT001358,T043413,A0189,A0500,287207,75.75,HIGH,Medium Risk Alert,2025-01-02 07:38:00,Monitor,Open
ALT001359,T043417,A0070,A0254,106690,81.35,HIGH,High Risk Alert,2025-01-02 07:39:00,Manual Review,Under Review
ALT001360,T043470,A0178,A0328,107795,90.24,HIGH,Critical Fraud Alert,2025-01-02 07:40:00,Block Transaction,Under Review
ALT001361,T043497,A0358,A0220,126730,91.25,HIGH,Critical Fraud Alert,2025-01-02 07:41:00,Block Transaction,Under Review
ALT001362,T043509,A0213,A0257,194128,84.13,HIGH,High Risk Alert,2025-01-02 07:42:00,Manual Review,Open
ALT001363,T043533,A0105,A0308,165387,88.61,HIGH,High Risk Alert,2025-01-02 07:43:00,Manual Review,Under Review
ALT001364,T043546,A0436,A0056,354487,90.5,HIGH,Critical Fraud Alert,2025-01-02 07:44:00,Block Transaction,Under Review
ALT001365,T043549,A0276,A0237,125046,84.91,HIGH,High Risk Alert,2025-01-02 07:45:00,Manual Review,Open
ALT001366,T043632,A0445,A0285,108733,89.03,HIGH,High Risk Alert,2025-01-02 07:46:00,Manual Review,Resolved
ALT001367,T043660,A0122,A0483,109968,93.25,HIGH,Critical Fraud Alert,2025-01-02 07:47:00,Block Transaction,Open
ALT001368,T043674,A0062,A0056,63604,94.0,HIGH,Critical Fraud Alert,2025-01-02 07:48:00,Block Transaction,Under Review
ALT001369,T043683,A0398,A0394,140213,93.0,HIGH,Critical Fraud Alert,2025-01-02 07:49:00,Block Transaction,Resolved
ALT001370,T043685,A0303,A0396,131398,76.75,HIGH,Medium Risk Alert,2025-01-02 07:50:00,Monitor,Open
ALT001371,T043705,A0497,A0108,109086,86.42,HIGH,High Risk Alert,2025-01-02 07:51:00,Manual Review,Open
ALT001372,T043747,A0184,A0147,237474,79.75,HIGH,Medium Risk Alert,2025-01-02 07:52:00,Monitor,Under Review
ALT001373,T043794,A0464,A0257,169788,93.0,HIGH,Critical Fraud Alert,2025-01-02 07:53:00,Block Transaction,Under Review
ALT001374,T043814,A0212,A0328,143166,90.0,HIGH,Critical Fraud Alert,2025-01-02 07:54:00,Block Transaction,Open
ALT001375,T043838,A0022,A0254,75838,81.01,HIGH,High Risk Alert,2025-01-02 07:55:00,Manual Review,Open
ALT001376,T043848,A0024,A0056,181239,75.49,HIGH,Medium Risk Alert,2025-01-02 07:56:00,Monitor,Open
ALT001377,T043862,A0358,A0299,128183,92.5,HIGH,Critical Fraud Alert,2025-01-02 07:57:00,Block Transaction,Open
ALT001378,T043875,A0221,A0285,400219,90.0,HIGH,Critical Fraud Alert,2025-01-02 07:58:00,Block Transaction,Under Review
ALT001379,T043944,A0023,A0011,101342,94.5,HIGH,Critical Fraud Alert,2025-01-02 07:59:00,Block Transaction,Resolved
ALT001380,T044018,A0289,A0425,289860,75.25,HIGH,Medium Risk Alert,2025-01-02 08:00:00,Monitor,Under Review
ALT001381,T044021,A0157,A0220,180662,89.1,HIGH,High Risk Alert,2025-01-02 08:01:00,Manual Review,Under Review
ALT001382,T044047,A0327,A0234,116145,87.07,HIGH,High Risk Alert,2025-01-02 08:02:00,Manual Review,Open
ALT001383,T044066,A0003,A0079,168192,91.0,HIGH,Critical Fraud Alert,2025-01-02 08:03:00,Block Transaction,Under Review
ALT001384,T044171,A0306,A0257,141876,90.75,HIGH,Critical Fraud Alert,2025-01-02 08:04:00,Block Transaction,Open
ALT001385,T044217,A0227,A0200,125006,76.5,HIGH,Medium Risk Alert,2025-01-02 08:05:00,Monitor,Open
ALT001386,T044239,A0197,A0285,117072,90.37,HIGH,Critical Fraud Alert,2025-01-02 08:06:00,Block Transaction,Resolved
ALT001387,T044254,A0449,A0254,157791,94.01,HIGH,Critical Fraud Alert,2025-01-02 08:07:00,Block Transaction,Open
ALT001388,T044256,A0297,A0375,158200,79.75,HIGH,Medium Risk Alert,2025-01-02 08:08:00,Monitor,Open
ALT001389,T044278,A0225,A0122,158332,76.5,HIGH,Medium Risk Alert,2025-01-02 08:09:00,Monitor,Under Review
ALT001390,T044307,A0227,A0108,131410,93.5,HIGH,Critical Fraud Alert,2025-01-02 08:10:00,Block Transaction,Under Review
ALT001391,T044309,A0006,A0024,84112,79.44,HIGH,Medium Risk Alert,2025-01-02 08:11:00,Monitor,Open
ALT001392,T044316,A0147,A0024,82869,84.5,HIGH,High Risk Alert,2025-01-02 08:12:00,Manual Review,Open
ALT001393,T044421,A0416,A0238,122302,94.5,HIGH,Critical Fraud Alert,2025-01-02 08:13:00,Block Transaction,Resolved
ALT001394,T044458,A0424,A0109,55817,84.12,HIGH,High Risk Alert,2025-01-02 08:14:00,Manual Review,Resolved
ALT001395,T044462,A0030,A0024,148901,90.25,HIGH,Critical Fraud Alert,2025-01-02 08:15:00,Block Transaction,Open
ALT001396,T044481,A0063,A0394,162262,91.5,HIGH,Critical Fraud Alert,2025-01-02 08:16:00,Block Transaction,Under Review
ALT001397,T044485,A0322,A0285,123842,94.0,HIGH,Critical Fraud Alert,2025-01-02 08:17:00,Block Transaction,Open
ALT001398,T044495,A0029,A0079,75635,75.53,HIGH,Medium Risk Alert,2025-01-02 08:18:00,Monitor,Under Review
ALT001399,T044571,A0190,A0254,107753,91.75,HIGH,Critical Fraud Alert,2025-01-02 08:19:00,Block Transaction,Under Review
ALT001400,T044573,A0113,A0238,163694,92.75,HIGH,Critical Fraud Alert,2025-01-02 08:20:00,Block Transaction,Open
ALT001401,T044627,A0134,A0234,156690,94.5,HIGH,Critical Fraud Alert,2025-01-02 08:21:00,Block Transaction,Under Review
ALT001402,T044786,A0206,A0056,70503,79.13,HIGH,Medium Risk Alert,2025-01-02 08:22:00,Monitor,Open
ALT001403,T044789,A0358,A0454,146569,78.5,HIGH,Medium Risk Alert,2025-01-02 08:23:00,Monitor,Under Review
ALT001404,T044826,A0265,A0234,148567,91.0,HIGH,Critical Fraud Alert,2025-01-02 08:24:00,Block Transaction,Open
ALT001405,T044870,A0180,A0238,132580,93.0,HIGH,Critical Fraud Alert,2025-01-02 08:25:00,Block Transaction,Resolved
ALT001406,T044906,A0314,A0288,389088,76.75,HIGH,Medium Risk Alert,2025-01-02 08:26:00,Monitor,Open
ALT001407,T044908,A0440,A0353,168346,92.03,HIGH,Critical Fraud Alert,2025-01-02 08:27:00,Block Transaction,Resolved
ALT001408,T044919,A0291,A0234,176814,90.75,HIGH,Critical Fraud Alert,2025-01-02 08:28:00,Block Transaction,Open
ALT001409,T044931,A0400,A0108,187461,94.0,HIGH,Critical Fraud Alert,2025-01-02 08:29:00,Block Transaction,Open
ALT001410,T045021,A0204,A0004,103747,91.5,HIGH,Critical Fraud Alert,2025-01-02 08:30:00,Block Transaction,Open
ALT001411,T045046,A0345,A0257,90318,80.43,HIGH,High Risk Alert,2025-01-02 08:31:00,Manual Review,Open
ALT001412,T045064,A0142,A0168,328748,75.0,HIGH,Medium Risk Alert,2025-01-02 08:32:00,Monitor,Resolved
ALT001413,T045121,A0303,A0285,157515,91.0,HIGH,Critical Fraud Alert,2025-01-02 08:33:00,Block Transaction,Open
ALT001414,T045152,A0096,A0394,151133,92.25,HIGH,Critical Fraud Alert,2025-01-02 08:34:00,Block Transaction,Open
ALT001415,T045186,A0497,A0433,197011,92.25,HIGH,Critical Fraud Alert,2025-01-02 08:35:00,Block Transaction,Under Review
ALT001416,T045296,A0249,A0109,181773,90.75,HIGH,Critical Fraud Alert,2025-01-02 08:36:00,Block Transaction,Under Review
ALT001417,T045323,A0471,A0238,146335,90.75,HIGH,Critical Fraud Alert,2025-01-02 08:37:00,Block Transaction,Resolved
ALT001418,T045345,A0334,A0394,94780,80.88,HIGH,High Risk Alert,2025-01-02 08:38:00,Manual Review,Open
ALT001419,T045419,A0053,A0079,161472,93.5,HIGH,Critical Fraud Alert,2025-01-02 08:39:00,Block Transaction,Open
ALT001420,T045474,A0437,A0056,148320,94.5,HIGH,Critical Fraud Alert,2025-01-02 08:40:00,Block Transaction,Under Review
ALT001421,T045497,A0075,A0285,198449,94.75,HIGH,Critical Fraud Alert,2025-01-02 08:41:00,Block Transaction,Resolved
ALT001422,T045555,A0267,A0491,132200,90.0,HIGH,Critical Fraud Alert,2025-01-02 08:42:00,Block Transaction,Under Review
ALT001423,T045627,A0063,A0433,118257,88.68,HIGH,High Risk Alert,2025-01-02 08:43:00,Manual Review,Open
ALT001424,T045635,A0023,A0108,130743,92.25,HIGH,Critical Fraud Alert,2025-01-02 08:44:00,Block Transaction,Resolved
ALT001425,T045660,A0195,A0257,149763,94.25,HIGH,Critical Fraud Alert,2025-01-02 08:45:00,Block Transaction,Under Review
ALT001426,T045695,A0449,A0344,432012,92.75,HIGH,Critical Fraud Alert,2025-01-02 08:46:00,Block Transaction,Under Review
ALT001427,T045708,A0231,A0491,175907,91.5,HIGH,Critical Fraud Alert,2025-01-02 08:47:00,Block Transaction,Open
ALT001428,T045728,A0375,A0328,101421,89.75,HIGH,High Risk Alert,2025-01-02 08:48:00,Manual Review,Open
ALT001429,T045745,A0136,A0491,139067,92.75,HIGH,Critical Fraud Alert,2025-01-02 08:49:00,Block Transaction,Resolved
ALT001430,T045760,A0250,A0056,149022,89.75,HIGH,High Risk Alert,2025-01-02 08:50:00,Manual Review,Open
ALT001431,T045802,A0008,A0299,76617,86.51,HIGH,High Risk Alert,2025-01-02 08:51:00,Manual Review,Open
ALT001432,T045815,A0148,A0308,62466,77.82,HIGH,Medium Risk Alert,2025-01-02 08:52:00,Monitor,Under Review
ALT001433,T045825,A0393,A0238,97350,92.22,HIGH,Critical Fraud Alert,2025-01-02 08:53:00,Block Transaction,Open
ALT001434,T045870,A0031,A0457,119876,81.83,HIGH,High Risk Alert,2025-01-02 08:54:00,Manual Review,Under Review
ALT001435,T045878,A0229,A0249,149652,78.51,HIGH,Medium Risk Alert,2025-01-02 08:55:00,Monitor,Open
ALT001436,T045936,A0301,A0024,107437,86.94,HIGH,High Risk Alert,2025-01-02 08:56:00,Manual Review,Open
ALT001437,T045943,A0449,A0177,80752,82.17,HIGH,High Risk Alert,2025-01-02 08:57:00,Manual Review,Resolved
ALT001438,T045946,A0187,A0394,100836,94.0,HIGH,Critical Fraud Alert,2025-01-02 08:58:00,Block Transaction,Resolved
ALT001439,T045956,A0391,A0004,62870,79.8,HIGH,Medium Risk Alert,2025-01-02 08:59:00,Monitor,Under Review
ALT001440,T045957,A0273,A0220,89953,83.29,HIGH,High Risk Alert,2025-01-02 09:00:00,Manual Review,Open
ALT001441,T045965,A0490,A0433,146868,90.75,HIGH,Critical Fraud Alert,2025-01-02 09:01:00,Block Transaction,Open
ALT001442,T045986,A0306,A0324,226588,76.75,HIGH,Medium Risk Alert,2025-01-02 09:02:00,Monitor,Open
ALT001443,T046002,A0297,A0394,67591,83.19,HIGH,High Risk Alert,2025-01-02 09:03:00,Manual Review,Under Review
ALT001444,T046049,A0338,A0006,176490,76.75,HIGH,Medium Risk Alert,2025-01-02 09:04:00,Monitor,Open
ALT001445,T046105,A0074,A0394,80457,86.3,HIGH,High Risk Alert,2025-01-02 09:05:00,Manual Review,Open
ALT001446,T046122,A0021,A0328,77365,87.23,HIGH,High Risk Alert,2025-01-02 09:06:00,Manual Review,Resolved
ALT001447,T046164,A0375,A0237,78662,94.0,HIGH,Critical Fraud Alert,2025-01-02 09:07:00,Block Transaction,Open
ALT001448,T046171,A0448,A0024,120681,90.5,HIGH,Critical Fraud Alert,2025-01-02 09:08:00,Block Transaction,Open
ALT001449,T046179,A0351,A0177,175887,91.25,HIGH,Critical Fraud Alert,2025-01-02 09:09:00,Block Transaction,Open
ALT001450,T046219,A0500,A0483,188542,90.75,HIGH,Critical Fraud Alert,2025-01-02 09:10:00,Block Transaction,Under Review
ALT001451,T046235,A0354,A0109,83898,90.93,HIGH,Critical Fraud Alert,2025-01-02 09:11:00,Block Transaction,Resolved
ALT001452,T046238,A0090,A0394,97776,89.62,HIGH,High Risk Alert,2025-01-02 09:12:00,Manual Review,Open
ALT001453,T046300,A0360,A0022,459440,75.0,HIGH,Medium Risk Alert,2025-01-02 09:13:00,Monitor,Under Review
ALT001454,T046371,A0420,A0344,135070,91.25,HIGH,Critical Fraud Alert,2025-01-02 09:14:00,Block Transaction,Open
ALT001455,T046400,A0201,A0238,293648,91.25,HIGH,Critical Fraud Alert,2025-01-02 09:15:00,Block Transaction,Under Review
ALT001456,T046452,A0482,A0457,173466,92.08,HIGH,Critical Fraud Alert,2025-01-02 09:16:00,Block Transaction,Open
ALT001457,T046464,A0205,A0394,192317,91.25,HIGH,Critical Fraud Alert,2025-01-02 09:17:00,Block Transaction,Open
ALT001458,T046476,A0287,A0238,110762,79.99,HIGH,Medium Risk Alert,2025-01-02 09:18:00,Monitor,Open
ALT001459,T046488,A0434,A0328,89229,87.21,HIGH,High Risk Alert,2025-01-02 09:19:00,Manual Review,Open
ALT001460,T046530,A0287,A0004,194133,90.5,HIGH,Critical Fraud Alert,2025-01-02 09:20:00,Block Transaction,Open
ALT001461,T046579,A0171,A0335,303758,77.25,HIGH,Medium Risk Alert,2025-01-02 09:21:00,Monitor,Open
ALT001462,T046601,A0005,A0394,77983,88.28,HIGH,High Risk Alert,2025-01-02 09:22:00,Manual Review,Under Review
ALT001463,T046655,A0103,A0237,143943,92.5,HIGH,Critical Fraud Alert,2025-01-02 09:23:00,Block Transaction,Under Review
ALT001464,T046676,A0450,A0457,158565,89.0,HIGH,High Risk Alert,2025-01-02 09:24:00,Manual Review,Open
ALT001465,T046708,A0034,A0030,211826,80.5,HIGH,High Risk Alert,2025-01-02 09:25:00,Manual Review,Resolved
ALT001466,T046726,A0215,A0443,174405,90.0,HIGH,Critical Fraud Alert,2025-01-02 09:26:00,Block Transaction,Open
ALT001467,T046777,A0304,A0234,122071,89.3,HIGH,High Risk Alert,2025-01-02 09:27:00,Manual Review,Resolved
ALT001468,T046813,A0500,A0067,477089,77.0,HIGH,Medium Risk Alert,2025-01-02 09:28:00,Monitor,Under Review
ALT001469,T046819,A0089,A0011,143239,92.75,HIGH,Critical Fraud Alert,2025-01-02 09:29:00,Block Transaction,Resolved
ALT001470,T046872,A0137,A0004,66451,92.25,HIGH,Critical Fraud Alert,2025-01-02 09:30:00,Block Transaction,Under Review
ALT001471,T046931,A0280,A0394,136694,90.5,HIGH,Critical Fraud Alert,2025-01-02 09:31:00,Block Transaction,Under Review
ALT001472,T047019,A0382,A0308,85407,92.25,HIGH,Critical Fraud Alert,2025-01-02 09:32:00,Block Transaction,Resolved
ALT001473,T047052,A0301,A0024,160462,94.75,HIGH,Critical Fraud Alert,2025-01-02 09:33:00,Block Transaction,Open
ALT001474,T047155,A0379,A0108,189432,89.0,HIGH,High Risk Alert,2025-01-02 09:34:00,Manual Review,Open
ALT001475,T047256,A0225,A0299,167302,92.25,HIGH,Critical Fraud Alert,2025-01-02 09:35:00,Block Transaction,Open
ALT001476,T047258,A0148,A0353,184248,92.5,HIGH,Critical Fraud Alert,2025-01-02 09:36:00,Block Transaction,Open
ALT001477,T047282,A0151,A0088,120238,86.77,HIGH,High Risk Alert,2025-01-02 09:37:00,Manual Review,Open
ALT001478,T047289,A0179,A0433,147458,93.25,HIGH,Critical Fraud Alert,2025-01-02 09:38:00,Block Transaction,Under Review
ALT001479,T047353,A0015,A0394,171489,93.0,HIGH,Critical Fraud Alert,2025-01-02 09:39:00,Block Transaction,Resolved
ALT001480,T047420,A0423,A0344,91665,81.04,HIGH,High Risk Alert,2025-01-02 09:40:00,Manual Review,Under Review
ALT001481,T047425,A0393,A0257,142881,92.75,HIGH,Critical Fraud Alert,2025-01-02 09:41:00,Block Transaction,Open
ALT001482,T047483,A0391,A0353,135282,88.75,HIGH,High Risk Alert,2025-01-02 09:42:00,Manual Review,Open
ALT001483,T047545,A0179,A0056,192144,90.25,HIGH,Critical Fraud Alert,2025-01-02 09:43:00,Block Transaction,Open
ALT001484,T047568,A0373,A0238,195581,94.0,HIGH,Critical Fraud Alert,2025-01-02 09:44:00,Block Transaction,Open
ALT001485,T047582,A0171,A0308,104480,92.25,HIGH,Critical Fraud Alert,2025-01-02 09:45:00,Block Transaction,Open
ALT001486,T047633,A0327,A0483,113814,85.67,HIGH,High Risk Alert,2025-01-02 09:46:00,Manual Review,Resolved
ALT001487,T047652,A0099,A0257,116950,86.88,HIGH,High Risk Alert,2025-01-02 09:47:00,Manual Review,Open
ALT001488,T047684,A0241,A0299,107282,91.79,HIGH,Critical Fraud Alert,2025-01-02 09:48:00,Block Transaction,Open
ALT001489,T047729,A0055,A0257,88154,83.16,HIGH,High Risk Alert,2025-01-02 09:49:00,Manual Review,Open
ALT001490,T047744,A0414,A0056,195512,93.5,HIGH,Critical Fraud Alert,2025-01-02 09:50:00,Block Transaction,Open
ALT001491,T047759,A0229,A0056,78644,76.01,HIGH,Medium Risk Alert,2025-01-02 09:51:00,Monitor,Open
ALT001492,T047775,A0049,A0443,52495,89.5,HIGH,High Risk Alert,2025-01-02 09:52:00,Manual Review,Resolved
ALT001493,T047820,A0114,A0238,185340,91.5,HIGH,Critical Fraud Alert,2025-01-02 09:53:00,Block Transaction,Under Review
ALT001494,T047895,A0019,A0004,96575,80.78,HIGH,High Risk Alert,2025-01-02 09:54:00,Manual Review,Resolved
ALT001495,T047991,A0416,A0465,167054,93.75,HIGH,Critical Fraud Alert,2025-01-02 09:55:00,Block Transaction,Open
ALT001496,T048056,A0087,A0003,435425,76.0,HIGH,Medium Risk Alert,2025-01-02 09:56:00,Monitor,Resolved
ALT001497,T048090,A0142,A0394,68637,82.33,HIGH,High Risk Alert,2025-01-02 09:57:00,Manual Review,Open
ALT001498,T048099,A0194,A0094,302252,76.0,HIGH,Medium Risk Alert,2025-01-02 09:58:00,Monitor,Open
ALT001499,T048123,A0256,A0011,85092,84.55,HIGH,High Risk Alert,2025-01-02 09:59:00,Manual Review,Open
ALT001500,T048135,A0398,A0065,154039,91.75,HIGH,Critical Fraud Alert,2025-01-02 10:00:00,Block Transaction,Open
ALT001501,T048138,A0495,A0079,58121,82.32,HIGH,High Risk Alert,2025-01-02 10:01:00,Manual Review,Open
ALT001502,T048174,A0123,A0257,108729,90.33,HIGH,Critical Fraud Alert,2025-01-02 10:02:00,Block Transaction,Open
ALT001503,T048284,A0211,A0056,129656,91.25,HIGH,Critical Fraud Alert,2025-01-02 10:03:00,Block Transaction,Open
ALT001504,T048291,A0367,A0088,95343,79.94,HIGH,Medium Risk Alert,2025-01-02 10:04:00,Monitor,Open
ALT001505,T048323,A0244,A0443,111189,88.5,HIGH,High Risk Alert,2025-01-02 10:05:00,Manual Review,Open
ALT001506,T048361,A0073,A0308,100137,80.52,HIGH,High Risk Alert,2025-01-02 10:06:00,Manual Review,Open
ALT001507,T048365,A0450,A0108,198147,94.75,HIGH,Critical Fraud Alert,2025-01-02 10:07:00,Block Transaction,Open
ALT001508,T048379,A0141,A0409,359549,76.0,HIGH,Medium Risk Alert,2025-01-02 10:08:00,Monitor,Open
ALT001509,T048408,A0031,A0205,345799,76.0,HIGH,Medium Risk Alert,2025-01-02 10:09:00,Monitor,Open
ALT001510,T048529,A0290,A0491,58910,79.27,HIGH,Medium Risk Alert,2025-01-02 10:10:00,Monitor,Open
ALT001511,T048548,A0185,A0344,139754,92.5,HIGH,Critical Fraud Alert,2025-01-02 10:11:00,Block Transaction,Open
ALT001512,T048559,A0210,A0335,190595,75.5,HIGH,Medium Risk Alert,2025-01-02 10:12:00,Monitor,Under Review
ALT001513,T048569,A0133,A0050,328460,78.25,HIGH,Medium Risk Alert,2025-01-02 10:13:00,Monitor,Under Review
ALT001514,T048587,A0096,A0108,125103,87.97,HIGH,High Risk Alert,2025-01-02 10:14:00,Manual Review,Under Review
ALT001515,T048616,A0145,A0299,153339,90.75,HIGH,Critical Fraud Alert,2025-01-02 10:15:00,Block Transaction,Open
ALT001516,T048668,A0451,A0445,129591,76.75,HIGH,Medium Risk Alert,2025-01-02 10:16:00,Monitor,Open
ALT001517,T048681,A0381,A0065,75935,87.1,HIGH,High Risk Alert,2025-01-02 10:17:00,Manual Review,Under Review
ALT001518,T048851,A0096,A0237,57109,75.26,HIGH,Medium Risk Alert,2025-01-02 10:18:00,Monitor,Open
ALT001519,T048938,A0424,A0065,139347,91.0,HIGH,Critical Fraud Alert,2025-01-02 10:19:00,Block Transaction,Open
ALT001520,T049027,A0099,A0238,318250,91.75,HIGH,Critical Fraud Alert,2025-01-02 10:20:00,Block Transaction,Under Review
ALT001521,T049099,A0385,A0065,54076,82.02,HIGH,High Risk Alert,2025-01-02 10:21:00,Manual Review,Under Review
ALT001522,T049125,A0271,A0254,78152,88.89,HIGH,High Risk Alert,2025-01-02 10:22:00,Manual Review,Open
ALT001523,T049228,A0232,A0394,177951,92.75,HIGH,Critical Fraud Alert,2025-01-02 10:23:00,Block Transaction,Under Review
ALT001524,T049229,A0413,A0057,421479,75.25,HIGH,Medium Risk Alert,2025-01-02 10:24:00,Monitor,Under Review
ALT001525,T049251,A0189,A0065,158482,91.25,HIGH,Critical Fraud Alert,2025-01-02 10:25:00,Block Transaction,Under Review
ALT001526,T049310,A0284,A0220,111059,89.25,HIGH,High Risk Alert,2025-01-02 10:26:00,Manual Review,Open
ALT001527,T049330,A0176,A0056,87017,94.25,HIGH,Critical Fraud Alert,2025-01-02 10:27:00,Block Transaction,Under Review
ALT001528,T049360,A0121,A0356,209005,76.25,HIGH,Medium Risk Alert,2025-01-02 10:28:00,Monitor,Open
ALT001529,T049369,A0359,A0088,69734,94.5,HIGH,Critical Fraud Alert,2025-01-02 10:29:00,Block Transaction,Open
ALT001530,T049410,A0229,A0234,129453,83.31,HIGH,High Risk Alert,2025-01-02 10:30:00,Manual Review,Resolved
ALT001531,T049452,A0216,A0458,169029,78.75,HIGH,Medium Risk Alert,2025-01-02 10:31:00,Monitor,Open
ALT001532,T049471,A0490,A0024,63868,81.76,HIGH,High Risk Alert,2025-01-02 10:32:00,Manual Review,Open
ALT001533,T049475,A0142,A0056,107243,86.33,HIGH,High Risk Alert,2025-01-02 10:33:00,Manual Review,Open
ALT001534,T049495,A0309,A0347,62493,83.44,HIGH,High Risk Alert,2025-01-02 10:34:00,Manual Review,Resolved
ALT001535,T049603,A0440,A0177,165045,91.29,HIGH,Critical Fraud Alert,2025-01-02 10:35:00,Block Transaction,Under Review
ALT001536,T049630,A0298,A0457,174991,91.5,HIGH,Critical Fraud Alert,2025-01-02 10:36:00,Block Transaction,Open
ALT001537,T049666,A0461,A0177,126595,90.5,HIGH,Critical Fraud Alert,2025-01-02 10:37:00,Block Transaction,Open
ALT001538,T049686,A0224,A0088,117399,90.95,HIGH,Critical Fraud Alert,2025-01-02 10:38:00,Block Transaction,Open
ALT001539,T049687,A0455,A0344,76290,93.5,HIGH,Critical Fraud Alert,2025-01-02 10:39:00,Block Transaction,Open
ALT001540,T049743,A0015,A0234,105281,94.25,HIGH,Critical Fraud Alert,2025-01-02 10:40:00,Block Transaction,Open
ALT001541,T049831,A0164,A0234,328519,93.0,HIGH,Critical Fraud Alert,2025-01-02 10:41:00,Block Transaction,Open
ALT001542,T049846,A0282,A0047,464404,76.25,HIGH,Medium Risk Alert,2025-01-02 10:42:00,Monitor,Open
ALT001543,T049847,A0281,A0122,483922,77.75,HIGH,Medium Risk Alert,2025-01-02 10:43:00,Monitor,Under Review
ALT001544,T049848,A0120,A0237,136994,93.75,HIGH,Critical Fraud Alert,2025-01-02 10:44:00,Block Transaction,Open
ALT001545,T049953,A0331,A0299,189135,93.0,HIGH,Critical Fraud Alert,2025-01-02 10:45:00,Block Transaction,Resolved
ALT001546,T049975,A0214,A0246,336291,75.5,HIGH,Medium Risk Alert,2025-01-02 10:46:00,Monitor,Open
ALT001547,T049995,A0423,A0004,152040,86.87,HIGH,High Risk Alert,2025-01-02 10:47:00,Manual Review,Open
