pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
Circular Transfer,A0277,A0222,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0404,A0036,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0367,A0107,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0435,A0288,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0185,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0434,A0235,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0042,A0057,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0233,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0314,A0391,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0039,A0322,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0121,A0405,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0432,A0439,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0495,A0467,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0318,A0395,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0376,A0222,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0083,A0073,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0236,A0385,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0076,A0442,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0453,A0287,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0490,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0293,A0106,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0412,A0355,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0102,A0087,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0058,A0184,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0279,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0349,A0462,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0132,A0181,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0466,A0480,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0312,A0037,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0471,A0050,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0242,A0465,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0215,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0013,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0227,A0228,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0255,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0029,A0175,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0449,A0254,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0188,A0288,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0417,A0140,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0328,A0392,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0263,A0065,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0286,A0177,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0118,A0066,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0253,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0055,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0119,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0137,A0210,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0022,A0435,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0407,A0371,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0393,A0379,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0317,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0276,A0025,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0095,A0042,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0284,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0397,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0322,A0277,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0309,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0429,A0114,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0179,A0141,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0146,A0010,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0129,A0085,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0472,A0014,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0403,A0049,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0315,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0023,A0022,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0224,A0081,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0281,A0053,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0073,A0469,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0375,A0090,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0347,A0041,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0296,A0405,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0463,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0491,A0257,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0371,A0121,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0479,A0081,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0109,A0291,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0468,A0276,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0475,A0007,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0016,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0242,A0303,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0270,A0275,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0121,A0344,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0367,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0437,A0071,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0168,A0254,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0450,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0319,A0022,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0062,A0309,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0064,A0163,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0483,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0146,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0159,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0395,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0150,A0204,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0463,A0202,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0018,A0023,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0178,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0276,A0298,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0190,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0125,A0325,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0193,A0080,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0424,A0267,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0406,A0380,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0443,A0491,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0366,A0458,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0464,A0361,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0469,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0200,A0418,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0394,A0297,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0425,A0184,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0326,A0287,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0109,A0142,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0114,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0137,A0306,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0078,A0379,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0277,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0060,A0067,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0474,A0357,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0239,A0173,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0090,A0051,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0416,A0278,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0405,A0456,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0396,A0240,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0454,A0164,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0321,A0211,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0309,A0081,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0445,A0342,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0222,A0121,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0258,A0215,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0481,A0287,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0209,A0180,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0471,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0186,A0106,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0118,A0364,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0150,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0151,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0152,A0155,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0302,A0124,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0424,A0025,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0214,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0262,A0276,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0452,A0414,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0352,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0260,A0037,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0063,A0381,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0403,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0301,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0081,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0036,A0383,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0291,A0401,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0252,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0214,A0224,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0321,A0268,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0203,A0214,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0349,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0380,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0330,A0116,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0475,A0016,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0392,A0333,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0464,A0236,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0007,A0315,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0194,A0214,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0274,A0115,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0333,A0250,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0223,A0207,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0200,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0450,A0001,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0348,A0357,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0017,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0168,A0375,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0419,A0204,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0028,A0468,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0429,A0032,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0202,A0162,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0431,A0095,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0394,A0240,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0191,A0100,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0260,A0489,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0108,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0403,A0183,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0308,A0259,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0161,A0099,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0242,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0486,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0097,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0116,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0243,A0187,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0209,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0272,A0321,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0240,A0003,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0255,A0287,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0416,A0019,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0069,A0043,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0261,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0384,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0228,A0173,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0394,A0112,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0334,A0220,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0458,A0012,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0470,A0113,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0175,A0309,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0142,A0325,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0362,A0273,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0473,A0088,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0135,A0071,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0481,A0414,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0356,A0097,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0116,A0041,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0003,A0492,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0432,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0200,A0396,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0217,A0038,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0341,A0114,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0170,A0398,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0019,A0250,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0235,A0135,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0171,A0077,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0003,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0131,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0455,A0341,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0251,A0337,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0060,A0148,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0289,A0026,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0207,A0446,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0352,A0376,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0485,A0472,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0202,A0447,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0092,A0236,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0272,A0445,2,,HIGH,Bi-directional money flow detected
