id,pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
3053,Circular Transfer,A0280,A0240,2,,HIGH,Bi-directional money flow detected
3054,Circular Transfer,A0245,A0282,2,,HIGH,Bi-directional money flow detected
3055,Circular Transfer,A0154,A0184,2,,HIGH,Bi-directional money flow detected
3056,Circular Transfer,A0057,A0379,2,,HIGH,Bi-directional money flow detected
3057,Circular Transfer,A0357,A0262,2,,HIGH,Bi-directional money flow detected
3058,Circular Transfer,A0326,A0496,2,,HIGH,Bi-directional money flow detected
3059,Circular Transfer,A0168,A0419,2,,HIGH,Bi-directional money flow detected
3060,Circular Transfer,A0184,A0399,2,,HIGH,Bi-directional money flow detected
3061,Circular Transfer,A0362,A0208,2,,HIGH,Bi-directional money flow detected
3062,Circular Transfer,A0236,A0182,2,,HIGH,Bi-directional money flow detected
3063,Circular Transfer,A0055,A0468,2,,HIGH,Bi-directional money flow detected
3064,Circular Transfer,A0443,A0067,2,,HIGH,Bi-directional money flow detected
3065,Circular Transfer,A0410,A0111,2,,HIGH,Bi-directional money flow detected
3066,Circular Transfer,A0360,A0482,2,,HIGH,Bi-directional money flow detected
3067,Circular Transfer,A0443,A0481,2,,HIGH,Bi-directional money flow detected
3068,Circular Transfer,A0284,A0265,2,,HIGH,Bi-directional money flow detected
3069,Circular Transfer,A0012,A0296,2,,HIGH,Bi-directional money flow detected
3070,Circular Transfer,A0106,A0291,2,,HIGH,Bi-directional money flow detected
3071,Circular Transfer,A0394,A0409,2,,HIGH,Bi-directional money flow detected
3072,Circular Transfer,A0166,A0255,2,,HIGH,Bi-directional money flow detected
3073,Circular Transfer,A0111,A0132,2,,HIGH,Bi-directional money flow detected
3074,Circular Transfer,A0369,A0282,2,,HIGH,Bi-directional money flow detected
3075,Circular Transfer,A0105,A0252,2,,HIGH,Bi-directional money flow detected
3076,Circular Transfer,A0113,A0187,2,,HIGH,Bi-directional money flow detected
3077,Circular Transfer,A0303,A0309,2,,HIGH,Bi-directional money flow detected
3078,Circular Transfer,A0386,A0353,2,,HIGH,Bi-directional money flow detected
3079,Circular Transfer,A0099,A0270,2,,HIGH,Bi-directional money flow detected
3080,Circular Transfer,A0442,A0209,2,,HIGH,Bi-directional money flow detected
3081,Circular Transfer,A0371,A0406,2,,HIGH,Bi-directional money flow detected
3082,Circular Transfer,A0308,A0495,2,,HIGH,Bi-directional money flow detected
3083,Circular Transfer,A0035,A0147,2,,HIGH,Bi-directional money flow detected
3084,Circular Transfer,A0059,A0325,2,,HIGH,Bi-directional money flow detected
3085,Circular Transfer,A0138,A0175,2,,HIGH,Bi-directional money flow detected
3086,Circular Transfer,A0361,A0447,2,,HIGH,Bi-directional money flow detected
3087,Circular Transfer,A0476,A0203,2,,HIGH,Bi-directional money flow detected
3088,Circular Transfer,A0059,A0435,2,,HIGH,Bi-directional money flow detected
3089,Circular Transfer,A0249,A0075,2,,HIGH,Bi-directional money flow detected
3090,Circular Transfer,A0097,A0114,2,,HIGH,Bi-directional money flow detected
3091,Circular Transfer,A0134,A0108,2,,HIGH,Bi-directional money flow detected
3092,Circular Transfer,A0060,A0406,2,,HIGH,Bi-directional money flow detected
3093,Circular Transfer,A0267,A0341,2,,HIGH,Bi-directional money flow detected
3094,Circular Transfer,A0117,A0029,2,,HIGH,Bi-directional money flow detected
3095,Circular Transfer,A0014,A0332,2,,HIGH,Bi-directional money flow detected
3096,Circular Transfer,A0319,A0131,2,,HIGH,Bi-directional money flow detected
3097,Circular Transfer,A0119,A0040,2,,HIGH,Bi-directional money flow detected
3098,Circular Transfer,A0025,A0333,2,,HIGH,Bi-directional money flow detected
3099,Circular Transfer,A0227,A0323,2,,HIGH,Bi-directional money flow detected
3100,Circular Transfer,A0351,A0339,2,,HIGH,Bi-directional money flow detected
3101,Circular Transfer,A0146,A0090,2,,HIGH,Bi-directional money flow detected
3102,Circular Transfer,A0295,A0455,2,,HIGH,Bi-directional money flow detected
3103,Circular Transfer,A0291,A0419,2,,HIGH,Bi-directional money flow detected
3104,Circular Transfer,A0291,A0334,2,,HIGH,Bi-directional money flow detected
3105,Circular Transfer,A0224,A0425,2,,HIGH,Bi-directional money flow detected
3106,Circular Transfer,A0301,A0326,2,,HIGH,Bi-directional money flow detected
3107,Circular Transfer,A0440,A0202,2,,HIGH,Bi-directional money flow detected
3108,Circular Transfer,A0277,A0222,2,,HIGH,Bi-directional money flow detected
3109,Circular Transfer,A0404,A0036,2,,HIGH,Bi-directional money flow detected
3110,Circular Transfer,A0367,A0107,2,,HIGH,Bi-directional money flow detected
3111,Circular Transfer,A0435,A0288,2,,HIGH,Bi-directional money flow detected
3112,Circular Transfer,A0185,A0221,2,,HIGH,Bi-directional money flow detected
3113,Circular Transfer,A0434,A0235,2,,HIGH,Bi-directional money flow detected
3114,Circular Transfer,A0042,A0057,2,,HIGH,Bi-directional money flow detected
3115,Circular Transfer,A0024,A0233,2,,HIGH,Bi-directional money flow detected
3116,Circular Transfer,A0314,A0391,2,,HIGH,Bi-directional money flow detected
3117,Circular Transfer,A0039,A0322,2,,HIGH,Bi-directional money flow detected
3118,Circular Transfer,A0121,A0405,2,,HIGH,Bi-directional money flow detected
3119,Circular Transfer,A0432,A0439,2,,HIGH,Bi-directional money flow detected
3120,Circular Transfer,A0409,A0269,2,,HIGH,Bi-directional money flow detected
3121,Circular Transfer,A0495,A0467,2,,HIGH,Bi-directional money flow detected
3122,Circular Transfer,A0318,A0395,2,,HIGH,Bi-directional money flow detected
3123,Circular Transfer,A0376,A0222,2,,HIGH,Bi-directional money flow detected
3124,Circular Transfer,A0083,A0073,2,,HIGH,Bi-directional money flow detected
3125,Circular Transfer,A0236,A0385,2,,HIGH,Bi-directional money flow detected
3126,Circular Transfer,A0076,A0442,2,,HIGH,Bi-directional money flow detected
3127,Circular Transfer,A0453,A0287,2,,HIGH,Bi-directional money flow detected
3128,Circular Transfer,A0269,A0490,2,,HIGH,Bi-directional money flow detected
3129,Circular Transfer,A0293,A0106,2,,HIGH,Bi-directional money flow detected
3130,Circular Transfer,A0412,A0355,2,,HIGH,Bi-directional money flow detected
3131,Circular Transfer,A0102,A0087,2,,HIGH,Bi-directional money flow detected
3132,Circular Transfer,A0058,A0184,2,,HIGH,Bi-directional money flow detected
3133,Circular Transfer,A0192,A0279,2,,HIGH,Bi-directional money flow detected
3134,Circular Transfer,A0349,A0462,2,,HIGH,Bi-directional money flow detected
3135,Circular Transfer,A0132,A0181,2,,HIGH,Bi-directional money flow detected
3136,Circular Transfer,A0466,A0480,2,,HIGH,Bi-directional money flow detected
3137,Circular Transfer,A0312,A0037,2,,HIGH,Bi-directional money flow detected
3138,Circular Transfer,A0471,A0050,2,,HIGH,Bi-directional money flow detected
3139,Circular Transfer,A0242,A0465,2,,HIGH,Bi-directional money flow detected
3140,Circular Transfer,A0187,A0215,2,,HIGH,Bi-directional money flow detected
3141,Circular Transfer,A0013,A0070,2,,HIGH,Bi-directional money flow detected
3142,Circular Transfer,A0227,A0228,2,,HIGH,Bi-directional money flow detected
3143,Circular Transfer,A0255,A0157,2,,HIGH,Bi-directional money flow detected
3144,Circular Transfer,A0029,A0175,2,,HIGH,Bi-directional money flow detected
3145,Circular Transfer,A0449,A0254,2,,HIGH,Bi-directional money flow detected
3146,Circular Transfer,A0188,A0288,2,,HIGH,Bi-directional money flow detected
3147,Circular Transfer,A0417,A0140,2,,HIGH,Bi-directional money flow detected
3148,Circular Transfer,A0328,A0392,2,,HIGH,Bi-directional money flow detected
3149,Circular Transfer,A0263,A0065,2,,HIGH,Bi-directional money flow detected
3150,Circular Transfer,A0286,A0177,2,,HIGH,Bi-directional money flow detected
3151,Circular Transfer,A0118,A0066,2,,HIGH,Bi-directional money flow detected
3152,Circular Transfer,A0253,A0188,2,,HIGH,Bi-directional money flow detected
3153,Circular Transfer,A0007,A0055,2,,HIGH,Bi-directional money flow detected
3154,Circular Transfer,A0119,A0481,2,,HIGH,Bi-directional money flow detected
3155,Circular Transfer,A0137,A0210,2,,HIGH,Bi-directional money flow detected
3156,Circular Transfer,A0022,A0435,2,,HIGH,Bi-directional money flow detected
3157,Circular Transfer,A0407,A0371,2,,HIGH,Bi-directional money flow detected
3158,Circular Transfer,A0393,A0379,2,,HIGH,Bi-directional money flow detected
3159,Circular Transfer,A0282,A0317,2,,HIGH,Bi-directional money flow detected
3160,Circular Transfer,A0276,A0025,2,,HIGH,Bi-directional money flow detected
3161,Circular Transfer,A0095,A0042,2,,HIGH,Bi-directional money flow detected
3162,Circular Transfer,A0007,A0284,2,,HIGH,Bi-directional money flow detected
3163,Circular Transfer,A0397,A0326,2,,HIGH,Bi-directional money flow detected
3164,Circular Transfer,A0322,A0277,2,,HIGH,Bi-directional money flow detected
3165,Circular Transfer,A0309,A0378,2,,HIGH,Bi-directional money flow detected
3166,Circular Transfer,A0429,A0114,2,,HIGH,Bi-directional money flow detected
3167,Circular Transfer,A0179,A0141,2,,HIGH,Bi-directional money flow detected
3168,Circular Transfer,A0146,A0010,2,,HIGH,Bi-directional money flow detected
3169,Circular Transfer,A0129,A0085,2,,HIGH,Bi-directional money flow detected
3170,Circular Transfer,A0472,A0014,2,,HIGH,Bi-directional money flow detected
3171,Circular Transfer,A0403,A0049,2,,HIGH,Bi-directional money flow detected
3172,Circular Transfer,A0315,A0031,2,,HIGH,Bi-directional money flow detected
3173,Circular Transfer,A0023,A0022,2,,HIGH,Bi-directional money flow detected
3174,Circular Transfer,A0224,A0081,2,,HIGH,Bi-directional money flow detected
3175,Circular Transfer,A0281,A0053,2,,HIGH,Bi-directional money flow detected
3176,Circular Transfer,A0073,A0469,2,,HIGH,Bi-directional money flow detected
3177,Circular Transfer,A0375,A0090,2,,HIGH,Bi-directional money flow detected
3178,Circular Transfer,A0347,A0041,2,,HIGH,Bi-directional money flow detected
3179,Circular Transfer,A0296,A0405,2,,HIGH,Bi-directional money flow detected
3180,Circular Transfer,A0463,A0383,2,,HIGH,Bi-directional money flow detected
3181,Circular Transfer,A0491,A0257,2,,HIGH,Bi-directional money flow detected
3182,Circular Transfer,A0371,A0121,2,,HIGH,Bi-directional money flow detected
3183,Circular Transfer,A0479,A0081,2,,HIGH,Bi-directional money flow detected
3184,Circular Transfer,A0109,A0291,2,,HIGH,Bi-directional money flow detected
3185,Circular Transfer,A0468,A0276,2,,HIGH,Bi-directional money flow detected
3186,Circular Transfer,A0475,A0007,2,,HIGH,Bi-directional money flow detected
3187,Circular Transfer,A0269,A0016,2,,HIGH,Bi-directional money flow detected
3188,Circular Transfer,A0242,A0303,2,,HIGH,Bi-directional money flow detected
3189,Circular Transfer,A0270,A0275,2,,HIGH,Bi-directional money flow detected
3190,Circular Transfer,A0121,A0344,2,,HIGH,Bi-directional money flow detected
3191,Circular Transfer,A0367,A0311,2,,HIGH,Bi-directional money flow detected
3192,Circular Transfer,A0437,A0071,2,,HIGH,Bi-directional money flow detected
3193,Circular Transfer,A0168,A0254,2,,HIGH,Bi-directional money flow detected
3194,Circular Transfer,A0187,A0450,2,,HIGH,Bi-directional money flow detected
3195,Circular Transfer,A0319,A0022,2,,HIGH,Bi-directional money flow detected
3196,Circular Transfer,A0062,A0309,2,,HIGH,Bi-directional money flow detected
3197,Circular Transfer,A0064,A0163,2,,HIGH,Bi-directional money flow detected
3198,Circular Transfer,A0269,A0483,2,,HIGH,Bi-directional money flow detected
3199,Circular Transfer,A0146,A0021,2,,HIGH,Bi-directional money flow detected
3200,Circular Transfer,A0159,A0058,2,,HIGH,Bi-directional money flow detected
3201,Circular Transfer,A0395,A0383,2,,HIGH,Bi-directional money flow detected
3202,Circular Transfer,A0150,A0204,2,,HIGH,Bi-directional money flow detected
3203,Circular Transfer,A0463,A0202,2,,HIGH,Bi-directional money flow detected
3204,Circular Transfer,A0018,A0023,2,,HIGH,Bi-directional money flow detected
3205,Circular Transfer,A0178,A0205,2,,HIGH,Bi-directional money flow detected
3206,Circular Transfer,A0276,A0298,2,,HIGH,Bi-directional money flow detected
3207,Circular Transfer,A0190,A0157,2,,HIGH,Bi-directional money flow detected
3208,Circular Transfer,A0125,A0325,2,,HIGH,Bi-directional money flow detected
3209,Circular Transfer,A0193,A0080,2,,HIGH,Bi-directional money flow detected
3210,Circular Transfer,A0424,A0267,2,,HIGH,Bi-directional money flow detected
3211,Circular Transfer,A0406,A0380,2,,HIGH,Bi-directional money flow detected
3212,Circular Transfer,A0443,A0491,2,,HIGH,Bi-directional money flow detected
3213,Circular Transfer,A0366,A0458,2,,HIGH,Bi-directional money flow detected
3214,Circular Transfer,A0464,A0361,2,,HIGH,Bi-directional money flow detected
3215,Circular Transfer,A0469,A0252,2,,HIGH,Bi-directional money flow detected
3216,Circular Transfer,A0200,A0418,2,,HIGH,Bi-directional money flow detected
3217,Circular Transfer,A0394,A0297,2,,HIGH,Bi-directional money flow detected
3218,Circular Transfer,A0425,A0184,2,,HIGH,Bi-directional money flow detected
3219,Circular Transfer,A0326,A0287,2,,HIGH,Bi-directional money flow detected
3220,Circular Transfer,A0109,A0142,2,,HIGH,Bi-directional money flow detected
3221,Circular Transfer,A0271,A0114,2,,HIGH,Bi-directional money flow detected
3222,Circular Transfer,A0137,A0306,2,,HIGH,Bi-directional money flow detected
3223,Circular Transfer,A0078,A0379,2,,HIGH,Bi-directional money flow detected
3224,Circular Transfer,A0277,A0157,2,,HIGH,Bi-directional money flow detected
3225,Circular Transfer,A0060,A0067,2,,HIGH,Bi-directional money flow detected
3226,Circular Transfer,A0474,A0357,2,,HIGH,Bi-directional money flow detected
3227,Circular Transfer,A0239,A0173,2,,HIGH,Bi-directional money flow detected
3228,Circular Transfer,A0090,A0051,2,,HIGH,Bi-directional money flow detected
3229,Circular Transfer,A0416,A0278,2,,HIGH,Bi-directional money flow detected
3230,Circular Transfer,A0405,A0456,2,,HIGH,Bi-directional money flow detected
3231,Circular Transfer,A0396,A0240,2,,HIGH,Bi-directional money flow detected
3232,Circular Transfer,A0454,A0164,2,,HIGH,Bi-directional money flow detected
3233,Circular Transfer,A0321,A0211,2,,HIGH,Bi-directional money flow detected
3234,Circular Transfer,A0309,A0081,2,,HIGH,Bi-directional money flow detected
3235,Circular Transfer,A0445,A0342,2,,HIGH,Bi-directional money flow detected
3236,Circular Transfer,A0222,A0121,2,,HIGH,Bi-directional money flow detected
3237,Circular Transfer,A0258,A0215,2,,HIGH,Bi-directional money flow detected
3238,Circular Transfer,A0481,A0287,2,,HIGH,Bi-directional money flow detected
3239,Circular Transfer,A0209,A0180,2,,HIGH,Bi-directional money flow detected
3240,Circular Transfer,A0471,A0031,2,,HIGH,Bi-directional money flow detected
3241,Circular Transfer,A0186,A0106,2,,HIGH,Bi-directional money flow detected
3242,Circular Transfer,A0118,A0364,2,,HIGH,Bi-directional money flow detected
3243,Circular Transfer,A0150,A0221,2,,HIGH,Bi-directional money flow detected
3244,Circular Transfer,A0021,A0151,2,,HIGH,Bi-directional money flow detected
3245,Circular Transfer,A0152,A0155,2,,HIGH,Bi-directional money flow detected
3246,Circular Transfer,A0302,A0124,2,,HIGH,Bi-directional money flow detected
3247,Circular Transfer,A0424,A0025,2,,HIGH,Bi-directional money flow detected
3248,Circular Transfer,A0214,A0431,2,,HIGH,Bi-directional money flow detected
3249,Circular Transfer,A0262,A0276,2,,HIGH,Bi-directional money flow detected
3250,Circular Transfer,A0452,A0414,2,,HIGH,Bi-directional money flow detected
3251,Circular Transfer,A0352,A0238,2,,HIGH,Bi-directional money flow detected
3252,Circular Transfer,A0260,A0037,2,,HIGH,Bi-directional money flow detected
3253,Circular Transfer,A0063,A0381,2,,HIGH,Bi-directional money flow detected
3254,Circular Transfer,A0403,A0431,2,,HIGH,Bi-directional money flow detected
3255,Circular Transfer,A0245,A0301,2,,HIGH,Bi-directional money flow detected
3256,Circular Transfer,A0081,A0030,2,,HIGH,Bi-directional money flow detected
3257,Circular Transfer,A0036,A0383,2,,HIGH,Bi-directional money flow detected
3258,Circular Transfer,A0291,A0401,2,,HIGH,Bi-directional money flow detected
3259,Circular Transfer,A0252,A0373,2,,HIGH,Bi-directional money flow detected
3260,Circular Transfer,A0214,A0224,2,,HIGH,Bi-directional money flow detected
3261,Circular Transfer,A0321,A0268,2,,HIGH,Bi-directional money flow detected
3262,Circular Transfer,A0203,A0214,2,,HIGH,Bi-directional money flow detected
3263,Circular Transfer,A0269,A0349,2,,HIGH,Bi-directional money flow detected
3264,Circular Transfer,A0187,A0380,2,,HIGH,Bi-directional money flow detected
3265,Circular Transfer,A0330,A0116,2,,HIGH,Bi-directional money flow detected
3266,Circular Transfer,A0475,A0016,2,,HIGH,Bi-directional money flow detected
3267,Circular Transfer,A0392,A0333,2,,HIGH,Bi-directional money flow detected
3268,Circular Transfer,A0464,A0236,2,,HIGH,Bi-directional money flow detected
3269,Circular Transfer,A0007,A0315,2,,HIGH,Bi-directional money flow detected
3270,Circular Transfer,A0194,A0214,2,,HIGH,Bi-directional money flow detected
3271,Circular Transfer,A0274,A0115,2,,HIGH,Bi-directional money flow detected
